"","sub_id","common_name","sci_name","tax_order","count_raw","state","loc","locid","lat","lon","date","time","protocol","distance_traveled","area_covered","all_obs","breed_code","checklist_comments","species_comments","observers","vehicles","weather","notes","count","year","mbbs_county","route_num","stop_num","hab_hm","hab_p","hab_o","hab_b","hab_other","source"
"1","S89764927","Canada Goose","Branta canadensis",324,"2","US-NC","MBBS, Durham, 8-15","L15272651",36.018845,-78.805619,2021-06-06,"06:31 AM","eBird - Stationary Count",NA,NA,1,"","v=4;h=B,M","","Brian Bockhahn",NA,NA,NA,2,2021,"durham",8,15,NA,NA,NA,NA,NA,NA
"2","S89764923","Canada Goose","Branta canadensis",324,"26","US-NC","MBBS, Durham, 8-19","L15272698",36.046454,-78.808834,2021-06-06,"06:50 AM","eBird - Stationary Count",NA,NA,1,"","h=B,W,M","","Brian Bockhahn",NA,NA,NA,26,2021,"durham",8,19,NA,NA,NA,NA,NA,NA
"3","S117821466","Canada Goose","Branta canadensis",324,"16","US-NC","MBBS, Durham, 8-19","L15272698",36.046454,-78.808834,2022-06-19,"06:43 AM","eBird - Stationary Count",NA,NA,1,"","v=0","","Brian Bockhahn",NA,NA,NA,16,2022,"durham",8,19,NA,NA,NA,NA,NA,NA
"4","S141573512","Canada Goose","Branta canadensis",324,"22","US-NC","MBBS, Durham, 8-19","L15272698",36.046454,-78.808834,2023-06-11,"06:47 AM","eBird - Stationary Count",NA,NA,1,"","","","Brian Bockhahn",NA,NA,NA,22,2023,"durham",8,19,NA,NA,NA,NA,NA,NA
"5","S180504015","Canada Goose","Branta canadensis",324,"8","US-NC","MBBS, Durham, 8-19","L15272698",36.046454,-78.808834,2024-06-09,"06:58 AM","eBird - Stationary Count",NA,NA,1,"","V=0","","Brian Bockhahn",NA,NA,NA,8,2024,"durham",8,19,NA,NA,NA,NA,NA,NA
"6","S138780849","Canada Goose","Branta canadensis",324,"13","US-NC","MBBS, Durham, Route 1-7","L19211082",36.171284,-78.924783,2023-05-21,"06:32 AM","eBird - Traveling Count",0.065,NA,1,"","","","Noah Rokoske, Robin Moran, Jennifer Maher",NA,NA,NA,13,2023,"durham",1,7,NA,NA,NA,NA,NA,NA
"7","S180364384","Canada Goose","Branta canadensis",324,"5","US-NC","MBBS, Durham, Route 1-8","L19211102",36.174101,-78.918697,2024-06-02,"06:28 AM","eBird - Stationary Count",NA,NA,1,"","v=1","2 babies","Robin Moran, Jennifer Maher, Noah Rokoske",NA,NA,NA,5,2024,"durham",1,8,NA,NA,NA,NA,NA,NA
"8","S90266024","Canada Goose","Branta canadensis",324,"1","US-NC","MBBS, Durham, Route 4-2","L15396335",36.09265,-78.90081,2021-06-16,"05:32 AM","eBird - Stationary Count",NA,NA,1,"","vehicles=3; habitat=OWM,BM","","Roger Shaw",3,NA,NA,1,2021,"durham",4,2,NA,NA,NA,NA,NA,NA
"9","S193455975","Canada Goose","Branta canadensis",324,"7","US-NC","MBBS, Durham, Route 4-2","L15396335",36.09265,-78.90081,2024-06-30,"06:09 AM","eBird - Stationary Count",NA,NA,1,"","v=1, used Merlin","","Stephen Brooks, Carey Jefferson",NA,NA,NA,7,2024,"durham",4,2,NA,NA,NA,NA,NA,NA
"10","S111036080","Canada Goose","Branta canadensis",324,"2","US-NC","MBBS, Durham, Route 6-12","L11473518",35.9300092,-78.8853173,2022-05-22,"06:27 AM","eBird - Stationary Count",NA,NA,1,"","Vehicles=11","","David Smith, Judy Smith",NA,NA,NA,2,2022,"durham",6,12,NA,NA,NA,NA,NA,NA
"11","S69216200","Canada Goose","Branta canadensis",324,"4","US-NC","MBBS, Durham, Route 6-16","L11473614",35.9574454,-78.9087501,2020-05-17,"07:06 AM","eBird - Stationary Count",NA,NA,1,"","v=6; h=B,BH","","David Smith, Judy Smith",NA,NA,NA,4,2020,"durham",6,16,NA,NA,NA,NA,NA,NA
"12","S88865149","Canada Goose","Branta canadensis",324,"1","US-NC","MBBS, Durham, Route 6-2","L11472705",35.8744067,-78.8366567,2021-05-23,"05:41 AM","eBird - Stationary Count",NA,NA,1,"","V=3","","David Smith, Judy Smith",NA,NA,NA,1,2021,"durham",6,2,NA,NA,NA,NA,NA,NA
"13","S69216223","Canada Goose","Branta canadensis",324,"2","US-NC","MBBS, Durham, Route 6-7","L11473403",35.9021586,-78.8538769,2020-05-17,"06:16 AM","eBird - Stationary Count",NA,NA,1,"","v=4; h=BP,BOW","","David Smith, Judy Smith",NA,NA,NA,2,2020,"durham",6,7,NA,NA,NA,NA,NA,NA
"14","S111036085","Canada Goose","Branta canadensis",324,"2","US-NC","MBBS, Durham, Route 6-7","L11473403",35.9021586,-78.8538769,2022-05-22,"06:00 AM","eBird - Stationary Count",NA,NA,1,"","Vehicles=4","","David Smith, Judy Smith",NA,NA,NA,2,2022,"durham",6,7,NA,NA,NA,NA,NA,NA
"15","S140352320","Canada Goose","Branta canadensis",324,"77","US-NC","MBBS, Durham, Route 6-7","L11473403",35.9021586,-78.8538769,2023-06-03,"05:54 AM","eBird - Stationary Count",NA,NA,1,"","H=BP,BOW; V=8","","David Smith, Judy Smith",NA,NA,NA,77,2023,"durham",6,7,NA,NA,NA,NA,NA,NA
"16","S177663275","Canada Goose","Branta canadensis",324,"27","US-NC","MBBS, Durham, Route 6-7","L11473403",35.9021586,-78.8538769,2024-05-27,"06:10 AM","eBird - Stationary Count",NA,NA,1,"","H=BP, BOW;V=0","","David Smith, Judy Smith",NA,NA,NA,27,2024,"durham",6,7,NA,NA,NA,NA,NA,NA
"17","S8323161","Canada Goose","Branta canadensis",324,"6","US-NC","MBBS, NC, Durham Co, Route 01, South Lowell Rd NE","L1171673",36.14025,-78.95265,2010-05-09,"05:30 AM","eBird - Traveling Count",16.093,NA,1,"","observer=Judy Murray; weather=47F, partly cloudy, light breeze; vehicles=3","","Judy Murray",NA,"47F, partly cloudy, light breeze",NA,6,2010,"durham",1,NA,NA,NA,NA,NA,NA,NA
"18","S10916836","Canada Goose","Branta canadensis",324,"8","US-NC","MBBS, NC, Durham Co, Route 01, South Lowell Rd NE","L1171673",36.14025,-78.95265,2012-05-27,"05:30 AM","eBird - Traveling Count",16.093,NA,1,"","observer=Judy Murray; weather=cloudy, no wind, 61F; vehicles=3; notes=habitat no change, bridge over Flat River on NC State forestry land still out at stop 12, two Bobwhites calling at stop 15.","","Judy Murray",3,"cloudy, no wind, 61F",NA,8,2012,"durham",1,NA,NA,NA,NA,NA,NA,NA
"19","S14470205","Canada Goose","Branta canadensis",324,"25","US-NC","MBBS, NC, Durham Co, Route 01, South Lowell Rd NE","L1171673",36.14025,-78.95265,2013-06-16,"05:30 AM","eBird - Traveling Count",16.093,NA,1,"","observers=judy murray; weather=clear, no breeze, 64F; vehicles=10; notes=bridge over flat river still out in nc state property.","","judy murray",10,"clear, no breeze, 64F",NA,25,2013,"durham",1,NA,NA,NA,NA,NA,NA,NA
"20","S23763828","Canada Goose","Branta canadensis",324,"5","US-NC","MBBS, NC, Durham Co, Route 01, South Lowell Rd NE","L1171673",36.14025,-78.95265,2015-05-24,"05:30 AM","eBird - Traveling Count",16.093,NA,1,"","observers=Robin Moran, Judy Murray; others=Julie Huff-Jerome; weather=70F, partly cloudy, calm; vehicles=13; habitat@16R=B; notes=at stop 10 Horned Lark in new soybean field, new bird for Robin-so excited, while watching the lark Grasshopper Sparrow singing in field behind us, good looks there also.","","Robin Moran, Judy Murray",13,"70F, partly cloudy, calm",NA,5,2015,"durham",1,NA,NA,NA,NA,NA,NA,NA
"21","S57561031","Canada Goose","Branta canadensis",324,"1","US-NC","MBBS, NC, Durham Co, Route 01, South Lowell Rd NE","L1171673",36.14025,-78.95265,2019-05-26,"05:36 AM","eBird - Traveling Count",16.093,NA,1,"","clear/no wind/73 degrees","","robin moran and jennifer maher",NA,NA,NA,1,2019,"durham",1,NA,NA,NA,NA,NA,NA,NA
"22","S70173514","Canada Goose","Branta canadensis",324,"1","US-NC","MBBS, NC, Durham Co, Route 01, South Lowell Rd NE","L1171673",36.14025,-78.95265,2019-05-26,"05:36 AM","eBird - Traveling Count",16.093,NA,1,"","observers=robin moran and jennifer maher;  weather=73 F, clear, no wind; vehicles=23; habitat=unchanged","","robin moran and jennifer maher",23,"73 F, clear, no wind",NA,1,2019,"durham",1,NA,NA,NA,NA,NA,NA,NA
"23","S70172721","Canada Goose","Branta canadensis",324,"3","US-NC","MBBS, NC, Durham Co, Route 01, South Lowell Rd NE","L1171673",36.14025,-78.95265,2020-05-24,"05:35 AM","eBird - Traveling Count",16.093,NA,1,"","observers=robin moran and jennifer maher; weather= 65 F, clear, wind calm; vehicles=13; habitat=no changes","","robin moran and jennifer maher",13," 65 F, clear, wind calm",NA,3,2020,"durham",1,NA,NA,NA,NA,NA,NA,NA
"24","S8383936","Canada Goose","Branta canadensis",324,"2","US-NC","MBBS, NC, Durham Co, Route 03, Broad Street NW","L929214",36.0172651,-78.9190844,2011-06-09,"05:30 AM","eBird - Traveling Count",16.093,NA,1,"","observers=Patsy Bailey, Norman Budnitz; weather=73F to 78F, clear with some early morning haze, wind calm; vehicles=545; had to run route on Thursday (bad idea)","","Patsy Bailey, Norman Budnitz",545,"73F to 78F, clear with some early morning haze, wind calm",NA,2,2011,"durham",3,NA,NA,NA,NA,NA,NA,NA
"25","S11606105","Canada Goose","Branta canadensis",324,"13","US-NC","MBBS, NC, Durham Co, Route 04, Goodwin Road SE","L1171681",36.09362,-78.91018,2011-05-22,"05:29 AM","eBird - Traveling Count",16.093,NA,1,"","observers=Jeffrey Pippen; others=Julie Rice; weather=start sky 0, end sky 1, start wind 1, end wind 1, temp low 60s F; vehicles=49","","Jeffrey Pippen",NA,"start sky 0, end sky 1, start wind 1, end wind 1, temp low 60s F",NA,13,2011,"durham",4,NA,NA,NA,NA,NA,NA,NA
"26","S10954231","Canada Goose","Branta canadensis",324,"15","US-NC","MBBS, NC, Durham Co, Route 04, Goodwin Road SE","L1171681",36.09362,-78.91018,2012-06-10,"05:29 AM","eBird - Traveling Count",16.093,NA,1,"","observers=Jeffrey Pippen; others=Julie Rice; weather=mid-upper 60s F, mostly clear, no wind; vehicles=72; notes=excessive noise @ stop 9","","Jeffrey Pippen",72,NA,NA,15,2012,"durham",4,NA,NA,NA,NA,NA,NA,NA
"27","S14378705","Canada Goose","Branta canadensis",324,"30","US-NC","MBBS, NC, Durham Co, Route 04, Goodwin Road SE","L1171681",36.09362,-78.91018,2013-06-09,"05:26 AM","eBird - Traveling Count",16.093,NA,1,"","observers=Jeffrey Pippen; others=Julie Rice; weather=upper 60sF, mostly cloudy, calm; vehicles=92; notes=no nightbirds 15 min before start, ridiculous number of vehicles out this early, Great Egret at stop 17 was unexpected and a first for this route, herps heard were Gray Treefrog, Bullfrog, Green Frog, and E. Narrowmouth Toad","","Jeffrey Pippen",92,"upper 60sF, mostly cloudy, calm",NA,30,2013,"durham",4,NA,NA,NA,NA,NA,NA,NA
"28","S18401328","Canada Goose","Branta canadensis",324,"6","US-NC","MBBS, NC, Durham Co, Route 04, Goodwin Road SE","L1171681",36.09362,-78.91018,2014-05-15,"05:29 AM","eBird - Traveling Count",16.093,NA,1,"","observers=Jeffrey Pippen; others=none; weather=upper 60sF, mostly cloudy, calm; vehicles=424; notes=did not arrive 15 min before start for nightbirds, beyond ridiculous number of vehicles due to having to survey on a weekday, vehicles significantly hampered hearing/seeing birds, Osprey at stop 18 on a power pole was a first for this route, only herp heard was Bullfrog","","Jeffrey Pippen",424,"upper 60sF, mostly cloudy, calm",NA,6,2014,"durham",4,NA,NA,NA,NA,NA,NA,NA
"29","S56709106","Canada Goose","Branta canadensis",324,"5","US-NC","MBBS, NC, Durham Co, Route 04, Goodwin Road SE","L1171681",36.09362,-78.91018,2019-05-25,"05:32 AM","eBird - Traveling Count",16.093,NA,1,"","observers=Roger Shaw; weather=70F, partly cloudy, no wind; vehicles=128","","Roger Shaw",NA,"70F, partly cloudy, no wind",NA,5,2019,"durham",4,NA,NA,NA,NA,NA,NA,NA
"30","S69568546","Canada Goose","Branta canadensis",324,"2","US-NC","MBBS, NC, Durham Co, Route 04, Goodwin Road SE","L1171681",36.09362,-78.91018,2020-05-24,"05:30 AM","eBird - Traveling Count",16.093,NA,1,"","observers=Roger Shaw; weather=64F, light fog early, no wind; vehicles=41","","Roger Shaw",NA,"64F, light fog early, no wind",NA,2,2020,"durham",4,NA,NA,NA,NA,NA,NA,NA
"31","S8267054","Canada Goose","Branta canadensis",324,"1","US-NC","MBBS, NC, Durham Co, Route 05, Farrington Mill Road NE","L980935",35.88307,-78.99265,2011-05-15,"05:30 AM","eBird - Traveling Count",16.093,NA,1,"","observers=Alan Johnston, Denny Dobbin; weather=?; vehicles=?; notes=none","","Alan Johnston, Denny Dobbin",NA,NA,NA,1,2011,"durham",5,NA,NA,NA,NA,NA,NA,NA
"32","S37487024","Canada Goose","Branta canadensis",324,"3","US-NC","MBBS, NC, Durham Co, Route 05, Farrington Mill Road NE","L980935",35.88307,-78.99265,2017-06-04,"05:25 AM","eBird - Traveling Count",16.093,NA,1,"","Mini-BBS (20 stops, 3 minutes each); observers=David Smith, Judy Smith; weather=60F, partly cloudy; vehicles=61; habitat@20L=M; habitat@20R=MB; notes=original stop 20 no longer accessible, new stop 20 on Cranford Rd.","Stops: 0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0","David Smith, Judy Smith",61,"60F, partly cloudy",NA,3,2017,"durham",5,NA,NA,NA,NA,NA,NA,NA
"33","S56778629","Canada Goose","Branta canadensis",324,"7","US-NC","MBBS, NC, Durham Co, Route 05, Farrington Mill Road NE","L980935",35.88307,-78.99265,2019-05-26,"05:31 AM","eBird - Traveling Count",15.288,NA,1,"","Mini-BBS (20 stops, 3 min each); observers=David Smith, Judy Smith; vehicles=67; habitat=B(P)O,HH,MB(S),B(P)P,BB,BB,HB,BB(O),MB(M),MB,MB(P),BB(M),BM,BB(P),PB(H),B(H)B,BB,MH,B(S)B(H),MB(M); weather=mostly clear, 72F; notes=noise from I-40 at stops 7, 9",",,,,,,7,,,,,,,,,,,,,","David Smith, Judy Smith",67,"mostly clear, 72F",NA,7,2019,"durham",5,NA,NA,NA,NA,NA,NA,NA
"34","S8411208","Canada Goose","Branta canadensis",324,"16","US-NC","MBBS, NC, Durham Co, Route 06, Slater Road NW","L1171684",35.87038,-78.83388,2011-05-29,"05:20 AM","eBird - Traveling Count",16.093,NA,1,"","observers=David Smith; others=Judy Smith; weather=70F, clear; vehicles=68; habitat@1R=P; habitat@2R=P; habitat@3R=B; habitat@4R=P; habitat@5L=BP; habitat@7L=BS; habitat@7R=BSW; habitat@8L=BP; habitat@9L=BP; habitat@9R=SP; habitat@10R=BP; habitat@11L=OSM; habitat@11R=OSM; habitat@12R=B;habitat@13L=M; habitat@13R=BM; habitat@14L=M; habitat@14R=M; habitat@15L=BM; habitat@15R=BP; habitat@16R=BH; habitat@17L=BS; habitat@18L=BM; habitat@18R=BP; habitat@19L=BSW; habitat@20L=S","","David Smith",68,"70F, clear",NA,16,2011,"durham",6,NA,NA,NA,NA,NA,NA,NA
"35","S10892855","Canada Goose","Branta canadensis",324,"28","US-NC","MBBS, NC, Durham Co, Route 06, Slater Road NW","L1171684",35.87038,-78.83388,2012-05-20,"05:27 AM","eBird - Traveling Count",16.093,NA,1,"","observers=David Smith, Judy Smith; weather=53F, sunny; vehicles=88","","David Smith, Judy Smith",NA,"53F, sunny",NA,28,2012,"durham",6,NA,NA,NA,NA,NA,NA,NA
"36","S19015293","Canada Goose","Branta canadensis",324,"2","US-NC","MBBS, NC, Durham Co, Route 06, Slater Road NW","L1171684",35.87038,-78.83388,2014-06-01,"05:25 AM","eBird - Traveling Count",16.093,NA,1,"","observers=David Smith, Judy Smith; weather=57F, partly cloudy; vehicles=85; habitat@3L=BS; habitat@7L=BS; habitat@10R=BM; habitat@13R=BH; notes=no owls during 15 minutes before start","","David Smith, Judy Smith",85,"57F, partly cloudy",NA,2,2014,"durham",6,NA,NA,NA,NA,NA,NA,NA
"37","S23691505","Canada Goose","Branta canadensis",324,"5","US-NC","MBBS, NC, Durham Co, Route 06, Slater Road NW","L1171684",35.87038,-78.83388,2015-05-17,"05:32 AM","eBird - Traveling Count",16.093,NA,1,"","observers=David Smith, Judy Smith; weather=64F, clear; vehicles=80; habitat@4L=BP; habitat@7L=BP; habitat@7R=BOW; habitat@9L=BS; habitat@10R=BMS; habitat@14L=OM; notes=no owls during 15 minutes before start","","David Smith, Judy Smith",80,"64F, clear",NA,5,2015,"durham",6,NA,NA,NA,NA,NA,NA,NA
"38","S29694688","Canada Goose","Branta canadensis",324,"17","US-NC","MBBS, NC, Durham Co, Route 06, Slater Road NW","L1171684",35.87038,-78.83388,2016-05-15,"05:30 AM","eBird - Traveling Count",16.093,NA,1,"","observers=David Smith, Judy Smith; weather=50F, clear; vehicles=76; habitat@1R=BP; habitat@13L=H; habitat@14L=OBM; notes=major construction at stop 1","","David Smith, Judy Smith",76,"50F, clear",NA,17,2016,"durham",6,NA,NA,NA,NA,NA,NA,NA
"39","S46302860","Canada Goose","Branta canadensis",324,"7","US-NC","MBBS, NC, Durham Co, Route 06, Slater Road NW","L1171684",35.87038,-78.83388,2018-05-27,"05:32 AM","eBird - Traveling Count",16.093,NA,1,"","Mini-BBS (20 stops, 3 min each); observers=David Smith, Judy Smith; weather=71F, clear to partly cloudy; vehicles=103","Stops: 0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0","David Smith, Judy Smith",NA,"71F, clear to partly cloudy",NA,7,2018,"durham",6,NA,NA,NA,NA,NA,NA,NA
"40","S56622883","Canada Goose","Branta canadensis",324,"6","US-NC","MBBS, NC, Durham Co, Route 06, Slater Road NW","L1171684",35.87038,-78.83388,2019-05-19,"05:42 AM","eBird - Traveling Count",15.288,NA,1,"","Mini-BBS (20 stops, 3 min each); observers=David Smith, Judy Smith; vehicles=151; habitat=B(S)B(P),B(P)P,B(S)B,B(P)P,B(P)B,B(P)B(P),B(P)B(OW),B(P)B(P),B(S)S(P),PB(MS),O(SM)O(SM),PB(P),HB(H),O(BM)M,B(M)B(P),BB(H),B(S)B,B(M)B(P),B(SW)B,SB(M); weather=sunny, 70F",",5,,1,,,,,,,,,,,,,,,,","David Smith, Judy Smith",151,NA,NA,6,2019,"durham",6,NA,NA,NA,NA,NA,NA,NA
"41","S12368933","Canada Goose","Branta canadensis",324,"2","US-NC","MBBS, NC, Durham Co, Route 07, Sherron Road NE","L1171685",35.95138,-78.8356,2011-06-16,"05:30 AM","eBird - Traveling Count",14.484,NA,1,"","Observer=Brian Strong","","Brian Strong",NA,NA,NA,2,2011,"durham",7,NA,NA,NA,NA,NA,NA,NA
"42","S11054030","Canada Goose","Branta canadensis",324,"26","US-NC","MBBS, NC, Durham Co, Route 08, Olive Branch Road NW","L1171687",35.92628,-78.76183,2012-06-10,"05:25 AM","eBird - Traveling Count",16.093,NA,1,"","observers=Brian Bockhahn; weather=sunny, 66 to 68 F, 0 wind, 0 clouds; vehicles=37","","Brian Bockhahn",NA,"sunny, 66 to 68 F, 0 wind, 0 clouds",NA,26,2012,"durham",8,NA,NA,NA,NA,NA,NA,NA
"43","S18982904","Canada Goose","Branta canadensis",324,"41","US-NC","MBBS, NC, Durham Co, Route 08, Olive Branch Road NW","L1171687",35.92628,-78.76183,2014-06-01,"05:25 AM","eBird - Traveling Count",16.093,NA,1,"","observers=Brian Bockhahn; weather=57, clear, sunny; vehicles=32; habitat@1=B, habitat@2=B, habitat@3=M, habitat@4=M, habitat@5=M, habitat@6=M, habitat@7=M, habitat@8=B, habitat@9=B, habitat@10=B, habitat@11=M, habitat@12=B, habitat@13=M, habitat@14=B, habitat@15=B, habitat@16=B, habitat@17=M, habitat@18=M, habitat@19=B, habitat@20=M","","Brian Bockhahn",32,"57, clear, sunny",NA,41,2014,"durham",8,NA,NA,NA,NA,NA,NA,NA
"44","S23903602","Canada Goose","Branta canadensis",324,"6","US-NC","MBBS, NC, Durham Co, Route 08, Olive Branch Road NW","L1171687",35.92628,-78.76183,2015-06-14,"05:25 AM","eBird - Traveling Count",16.093,NA,1,"","observers=Brian Bockhahn; weather=74F, clear, no wind; vehicles=46; habitat@5=M; habitat@6=M","","Brian Bockhahn",46,"74F, clear, no wind",NA,6,2015,"durham",8,NA,NA,NA,NA,NA,NA,NA
"45","S30491767","Canada Goose","Branta canadensis",324,"43","US-NC","MBBS, NC, Durham Co, Route 08, Olive Branch Road NW","L1171687",35.92628,-78.76183,2016-06-19,"05:25 AM","eBird - Traveling Count",16.093,NA,1,"","observers=Brian Bockhahn; weather=58F, clear, no wind; vehicles=32","","Brian Bockhahn",NA,"58F, clear, no wind",NA,43,2016,"durham",8,NA,NA,NA,NA,NA,NA,NA
"46","S37665928","Canada Goose","Branta canadensis",324,"38","US-NC","MBBS, NC, Durham Co, Route 08, Olive Branch Road NW","L1171687",35.92628,-78.76183,2017-06-18,"05:29 AM","eBird - Traveling Count",16.093,NA,1,"","observers=Brian Bockhahn; weather=73F, cloudy, light wind; vehicles=28; notes=Sherron Road bridge out caused short detour/delay.","","Brian Bockhahn",28,"73F, cloudy, light wind",NA,38,2017,"durham",8,NA,NA,NA,NA,NA,NA,NA
"47","S57418924","Canada Goose","Branta canadensis",324,"16","US-NC","MBBS, NC, Durham Co, Route 08, Olive Branch Road NW","L1171687",35.92628,-78.76183,2019-06-16,"05:23 AM","eBird - Traveling Count",16.093,NA,1,"","observers=Brian Bockhahn; weather=65 clear, light wind; vehicles=42","","Brian Bockhahn",NA,"65 clear, light wind",NA,16,2019,"durham",8,NA,NA,NA,NA,NA,NA,NA
"48","S70082851","Canada Goose","Branta canadensis",324,"5","US-NC","MBBS, NC, Durham Co, Route 08, Olive Branch Road NW","L1171687",35.92628,-78.76183,2020-05-31,"05:25 AM","eBird - Traveling Count",16.093,NA,1,"","observers=Brian Bockhahn; weather=65F, partly cloudy, light wind; vehicles=29","","Brian Bockhahn",NA,"65F, partly cloudy, light wind",NA,5,2020,"durham",8,NA,NA,NA,NA,NA,NA,NA
"49","S117821504","Wood Duck","Aix sponsa",433,"2","US-NC","MBBS, Durham, Route 1-2","L19210985",36.153833,-78.945099,2022-05-22,"06:00 AM","eBird - Stationary Count",NA,NA,1,"","vehicles=0; habitat=B,O","","Robin Moran, Jennifer Maher, Noah Rokoske",0,NA,NA,2,2022,"durham",1,2,NA,NA,NA,NA,NA,NA
"50","S57561031","Wood Duck","Aix sponsa",433,"1","US-NC","MBBS, NC, Durham Co, Route 01, South Lowell Rd NE","L1171673",36.14025,-78.95265,2019-05-26,"05:36 AM","eBird - Traveling Count",16.093,NA,1,"","clear/no wind/73 degrees","","robin moran and jennifer maher",NA,NA,NA,1,2019,"durham",1,NA,NA,NA,NA,NA,NA,NA
"51","S70173514","Wood Duck","Aix sponsa",433,"1","US-NC","MBBS, NC, Durham Co, Route 01, South Lowell Rd NE","L1171673",36.14025,-78.95265,2019-05-26,"05:36 AM","eBird - Traveling Count",16.093,NA,1,"","observers=robin moran and jennifer maher;  weather=73 F, clear, no wind; vehicles=23; habitat=unchanged","","robin moran and jennifer maher",23,"73 F, clear, no wind",NA,1,2019,"durham",1,NA,NA,NA,NA,NA,NA,NA
"52","S39194329","Wood Duck","Aix sponsa",433,"1","US-NC","MBBS, NC, Durham Co, Route 02, Stagville Road NW","L1171679",36.12167,-78.83963,2017-06-10,"05:30 AM","eBird - Traveling Count",16.093,NA,1,"","observers=Jeffrey Pippen; others=Julie Rice; weather=63F, mostly clear, calm; vehicles=117","","Jeffrey Pippen",NA,"63F, mostly clear, calm",NA,1,2017,"durham",2,NA,NA,NA,NA,NA,NA,NA
"53","S11606105","Wood Duck","Aix sponsa",433,"3","US-NC","MBBS, NC, Durham Co, Route 04, Goodwin Road SE","L1171681",36.09362,-78.91018,2011-05-22,"05:29 AM","eBird - Traveling Count",16.093,NA,1,"","observers=Jeffrey Pippen; others=Julie Rice; weather=start sky 0, end sky 1, start wind 1, end wind 1, temp low 60s F; vehicles=49","","Jeffrey Pippen",NA,"start sky 0, end sky 1, start wind 1, end wind 1, temp low 60s F",NA,3,2011,"durham",4,NA,NA,NA,NA,NA,NA,NA
"54","S10954231","Wood Duck","Aix sponsa",433,"1","US-NC","MBBS, NC, Durham Co, Route 04, Goodwin Road SE","L1171681",36.09362,-78.91018,2012-06-10,"05:29 AM","eBird - Traveling Count",16.093,NA,1,"","observers=Jeffrey Pippen; others=Julie Rice; weather=mid-upper 60s F, mostly clear, no wind; vehicles=72; notes=excessive noise @ stop 9","","Jeffrey Pippen",72,NA,NA,1,2012,"durham",4,NA,NA,NA,NA,NA,NA,NA
"55","S30491767","Wood Duck","Aix sponsa",433,"1","US-NC","MBBS, NC, Durham Co, Route 08, Olive Branch Road NW","L1171687",35.92628,-78.76183,2016-06-19,"05:25 AM","eBird - Traveling Count",16.093,NA,1,"","observers=Brian Bockhahn; weather=58F, clear, no wind; vehicles=32","","Brian Bockhahn",NA,"58F, clear, no wind",NA,1,2016,"durham",8,NA,NA,NA,NA,NA,NA,NA
"56","S182081959","Wood Duck","Aix sponsa",433,"1","US-NC","MBBS,Durham Co, Route 2-10","L11640082",36.144997,-78.892117,2024-06-16,"06:29 AM","eBird - Stationary Count",NA,NA,1,"","V=0","","Jeff Pippen",NA,NA,NA,1,2024,"durham",2,10,NA,NA,NA,NA,NA,NA
"57","S193455975","Mallard","Anas platyrhynchos",515,"3","US-NC","MBBS, Durham, Route 4-2","L15396335",36.09265,-78.90081,2024-06-30,"06:09 AM","eBird - Stationary Count",NA,NA,1,"","v=1, used Merlin","","Stephen Brooks, Carey Jefferson",NA,NA,NA,3,2024,"durham",4,2,NA,NA,NA,NA,NA,NA
"58","S11606105","Mallard","Anas platyrhynchos",515,"1","US-NC","MBBS, NC, Durham Co, Route 04, Goodwin Road SE","L1171681",36.09362,-78.91018,2011-05-22,"05:29 AM","eBird - Traveling Count",16.093,NA,1,"","observers=Jeffrey Pippen; others=Julie Rice; weather=start sky 0, end sky 1, start wind 1, end wind 1, temp low 60s F; vehicles=49","","Jeffrey Pippen",NA,"start sky 0, end sky 1, start wind 1, end wind 1, temp low 60s F",NA,1,2011,"durham",4,NA,NA,NA,NA,NA,NA,NA
"59","S8267054","Mallard","Anas platyrhynchos",515,"4","US-NC","MBBS, NC, Durham Co, Route 05, Farrington Mill Road NE","L980935",35.88307,-78.99265,2011-05-15,"05:30 AM","eBird - Traveling Count",16.093,NA,1,"","observers=Alan Johnston, Denny Dobbin; weather=?; vehicles=?; notes=none","","Alan Johnston, Denny Dobbin",NA,NA,NA,4,2011,"durham",5,NA,NA,NA,NA,NA,NA,NA
"60","S37468920","Mallard","Anas platyrhynchos",515,"2","US-NC","MBBS, NC, Durham Co, Route 06, Slater Road NW","L1171684",35.87038,-78.83388,2017-05-29,"05:35 AM","eBird - Traveling Count",16.093,NA,1,"","Mini-BBS (20 stops, 3 min each); observers=David Smith, Judy Smith; weather=68F, clear; vehicles=140","Stops: 0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0","David Smith, Judy Smith",NA,"68F, clear",NA,2,2017,"durham",6,NA,NA,NA,NA,NA,NA,NA
"61","S46302860","Mallard","Anas platyrhynchos",515,"1","US-NC","MBBS, NC, Durham Co, Route 06, Slater Road NW","L1171684",35.87038,-78.83388,2018-05-27,"05:32 AM","eBird - Traveling Count",16.093,NA,1,"","Mini-BBS (20 stops, 3 min each); observers=David Smith, Judy Smith; weather=71F, clear to partly cloudy; vehicles=103","Stops: 0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0","David Smith, Judy Smith",NA,"71F, clear to partly cloudy",NA,1,2018,"durham",6,NA,NA,NA,NA,NA,NA,NA
