"","date","time","observers","count","year","route_num","hab_hm","hab_p","hab_o","hab_b","hab_other","vehicles","common_name","spec_code","sci_name","tax_order","lat","lon","route","source","obs_id","sub_id","distance","all_obs","breed_code","species_comment","weather","notes","others"
"799",2000-05-28,"6:00 EDT","Barbara Brooks",6,2000,"8",NA,NA,NA,NA,NA,NA,"Eastern Bluebird","EABL","Sialia sialis",27571,36.1491032,-78.9660358,"Route 08, Guess Road","mbbs_site",NA,NA,NA,NA,NA,NA,NA,NA,NA
"800",2000-05-28,"6:00 EDT","Barbara Brooks",7,2000,"8",NA,NA,NA,NA,NA,NA,"Wood Thrush","WOTH","Hylocichla mustelina",27787,36.1491032,-78.9660358,"Route 08, Guess Road","mbbs_site",NA,NA,NA,NA,NA,NA,NA,NA,NA
"801",2000-05-28,"6:00 EDT","Barbara Brooks",10,2000,"8",NA,NA,NA,NA,NA,NA,"American Robin","AMRO","Turdus migratorius",27999,36.1491032,-78.9660358,"Route 08, Guess Road","mbbs_site",NA,NA,NA,NA,NA,NA,NA,NA,NA
"802",2000-05-28,"6:00 EDT","Barbara Brooks",2,2000,"8",NA,NA,NA,NA,NA,NA,"Northern Mockingbird","NOMO","Mimus polyglottos",28303,36.1491032,-78.9660358,"Route 08, Guess Road","mbbs_site",NA,NA,NA,NA,NA,NA,NA,NA,NA
"803",2000-05-28,"6:00 EDT","Barbara Brooks",4,2000,"8",NA,NA,NA,NA,NA,NA,"European Starling","EUST","Sturnus vulgaris",28432,36.1491032,-78.9660358,"Route 08, Guess Road","mbbs_site",NA,NA,NA,NA,NA,NA,NA,NA,NA
"804",2000-05-28,"6:00 EDT","Barbara Brooks",2,2000,"8",NA,NA,NA,NA,NA,NA,"Pine Warbler","PIWA","Setophaga pinus",31809,36.1491032,-78.9660358,"Route 08, Guess Road","mbbs_site",NA,NA,NA,NA,NA,NA,NA,NA,NA
"805",2000-05-28,"6:00 EDT","Barbara Brooks",1,2000,"8",NA,NA,NA,NA,NA,NA,"Yellow-breasted Chat","YBCH","Icteria virens",31252,36.1491032,-78.9660358,"Route 08, Guess Road","mbbs_site",NA,NA,NA,NA,NA,NA,NA,NA,NA
"806",2000-05-28,"6:00 EDT","Barbara Brooks",1,2000,"8",NA,NA,NA,NA,NA,NA,"Summer Tanager","SUTA","Piranga rubra",32066,36.1491032,-78.9660358,"Route 08, Guess Road","mbbs_site",NA,NA,NA,NA,NA,NA,NA,NA,NA
"807",2000-05-28,"6:00 EDT","Barbara Brooks",2,2000,"8",NA,NA,NA,NA,NA,NA,"Eastern Towhee","EATO","Pipilo erythrophthalmus",31117,36.1491032,-78.9660358,"Route 08, Guess Road","mbbs_site",NA,NA,NA,NA,NA,NA,NA,NA,NA
"808",2000-05-28,"6:00 EDT","Barbara Brooks",7,2000,"8",NA,NA,NA,NA,NA,NA,"Chipping Sparrow","CHSP","Spizella passerina",30697,36.1491032,-78.9660358,"Route 08, Guess Road","mbbs_site",NA,NA,NA,NA,NA,NA,NA,NA,NA
"809",2000-05-28,"6:00 EDT","Barbara Brooks",3,2000,"8",NA,NA,NA,NA,NA,NA,"Field Sparrow","FISP","Spizella pusilla",30710,36.1491032,-78.9660358,"Route 08, Guess Road","mbbs_site",NA,NA,NA,NA,NA,NA,NA,NA,NA
"810",2000-05-28,"6:00 EDT","Barbara Brooks",12,2000,"8",NA,NA,NA,NA,NA,NA,"Northern Cardinal","NOCA","Cardinalis cardinalis",32148,36.1491032,-78.9660358,"Route 08, Guess Road","mbbs_site",NA,NA,NA,NA,NA,NA,NA,NA,NA
"811",2000-05-28,"6:00 EDT","Barbara Brooks",1,2000,"8",NA,NA,NA,NA,NA,NA,"Blue Grosbeak","BLGR","Passerina caerulea",32230,36.1491032,-78.9660358,"Route 08, Guess Road","mbbs_site",NA,NA,NA,NA,NA,NA,NA,NA,NA
"812",2000-05-28,"6:00 EDT","Barbara Brooks",5,2000,"8",NA,NA,NA,NA,NA,NA,"Indigo Bunting","INBU","Passerina cyanea",32239,36.1491032,-78.9660358,"Route 08, Guess Road","mbbs_site",NA,NA,NA,NA,NA,NA,NA,NA,NA
"813",2000-05-28,"6:00 EDT","Barbara Brooks",1,2000,"8",NA,NA,NA,NA,NA,NA,"Eastern Meadowlark","EAME","Sturnella magna",31260,36.1491032,-78.9660358,"Route 08, Guess Road","mbbs_site",NA,NA,NA,NA,NA,NA,NA,NA,NA
"814",2000-05-28,"6:00 EDT","Barbara Brooks",6,2000,"8",NA,NA,NA,NA,NA,NA,"Common Grackle","COGR","Quiscalus quiscula",31536,36.1491032,-78.9660358,"Route 08, Guess Road","mbbs_site",NA,NA,NA,NA,NA,NA,NA,NA,NA
"815",2000-05-28,"6:00 EDT","Barbara Brooks",1,2000,"8",NA,NA,NA,NA,NA,NA,"Brown-headed Cowbird","BHCO","Molothrus ater",31516,36.1491032,-78.9660358,"Route 08, Guess Road","mbbs_site",NA,NA,NA,NA,NA,NA,NA,NA,NA
"816",2000-05-28,"6:00 EDT","Barbara Brooks",2,2000,"8",NA,NA,NA,NA,NA,NA,"House Finch","HOFI","Haemorhous mexicanus",30049,36.1491032,-78.9660358,"Route 08, Guess Road","mbbs_site",NA,NA,NA,NA,NA,NA,NA,NA,NA
"817",2000-06-08,"5:35 EDT","Sandy Cash",1,2000,"9",NA,NA,NA,NA,NA,NA,"Great Blue Heron","GBHE","Ardea herodias",7039,35.99968,-79.12003,"Route 09, Borland Road","mbbs_site",NA,NA,NA,NA,NA,NA,NA,NA,NA
"818",2000-06-08,"5:35 EDT","Sandy Cash",1,2000,"9",NA,NA,NA,NA,NA,NA,"Black Vulture","BLVU","Coragyps atratus",7277,35.99968,-79.12003,"Route 09, Borland Road","mbbs_site",NA,NA,NA,NA,NA,NA,NA,NA,NA
"819",2000-06-08,"5:35 EDT","Sandy Cash",6,2000,"9",NA,NA,NA,NA,NA,NA,"Mourning Dove","MODO","Zenaida macroura",2323,35.99968,-79.12003,"Route 09, Borland Road","mbbs_site",NA,NA,NA,NA,NA,NA,NA,NA,NA
"820",2000-06-08,"5:35 EDT","Sandy Cash",3,2000,"9",NA,NA,NA,NA,NA,NA,"Chimney Swift","CHSW","Chaetura pelagica",3741,35.99968,-79.12003,"Route 09, Borland Road","mbbs_site",NA,NA,NA,NA,NA,NA,NA,NA,NA
"821",2000-06-08,"5:35 EDT","Sandy Cash",2,2000,"9",NA,NA,NA,NA,NA,NA,"Red-bellied Woodpecker","RBWO","Melanerpes carolinus",10555,35.99968,-79.12003,"Route 09, Borland Road","mbbs_site",NA,NA,NA,NA,NA,NA,NA,NA,NA
"822",2000-06-08,"5:35 EDT","Sandy Cash",1,2000,"9",NA,NA,NA,NA,NA,NA,"Downy Woodpecker","DOWO","Dryobates pubescens",10740,35.99968,-79.12003,"Route 09, Borland Road","mbbs_site",NA,NA,NA,NA,NA,NA,NA,NA,NA
"823",2000-06-08,"5:35 EDT","Sandy Cash",3,2000,"9",NA,NA,NA,NA,NA,NA,"Pileated Woodpecker","PIWO","Dryocopus pileatus",11082,35.99968,-79.12003,"Route 09, Borland Road","mbbs_site",NA,NA,NA,NA,NA,NA,NA,NA,NA
"824",2000-06-08,"5:35 EDT","Sandy Cash",2,2000,"9",NA,NA,NA,NA,NA,NA,"Eastern Wood-Pewee","EAWP","Contopus virens",15624,35.99968,-79.12003,"Route 09, Borland Road","mbbs_site",NA,NA,NA,NA,NA,NA,NA,NA,NA
"825",2000-06-08,"5:35 EDT","Sandy Cash",1,2000,"9",NA,NA,NA,NA,NA,NA,"Acadian Flycatcher","ACFL","Empidonax virescens",15666,35.99968,-79.12003,"Route 09, Borland Road","mbbs_site",NA,NA,NA,NA,NA,NA,NA,NA,NA
"826",2000-06-08,"5:35 EDT","Sandy Cash",1,2000,"9",NA,NA,NA,NA,NA,NA,"Eastern Phoebe","EAPH","Sayornis phoebe",15722,35.99968,-79.12003,"Route 09, Borland Road","mbbs_site",NA,NA,NA,NA,NA,NA,NA,NA,NA
"827",2000-06-08,"5:35 EDT","Sandy Cash",1,2000,"9",NA,NA,NA,NA,NA,NA,"White-eyed Vireo","WEVI","Vireo griseus",19139,35.99968,-79.12003,"Route 09, Borland Road","mbbs_site",NA,NA,NA,NA,NA,NA,NA,NA,NA
"828",2000-06-08,"5:35 EDT","Sandy Cash",9,2000,"9",NA,NA,NA,NA,NA,NA,"Red-eyed Vireo","REVI","Vireo olivaceus",19232,35.99968,-79.12003,"Route 09, Borland Road","mbbs_site",NA,NA,NA,NA,NA,NA,NA,NA,NA
"829",2000-06-08,"5:35 EDT","Sandy Cash",18,2000,"9",NA,NA,NA,NA,NA,NA,"American Crow","AMCR","Corvus brachyrhynchos",20471,35.99968,-79.12003,"Route 09, Borland Road","mbbs_site",NA,NA,NA,NA,NA,NA,NA,NA,NA
"830",2000-06-08,"5:35 EDT","Sandy Cash",4,2000,"9",NA,NA,NA,NA,NA,NA,"Fish Crow","FICR","Corvus ossifragus",20486,35.99968,-79.12003,"Route 09, Borland Road","mbbs_site",NA,NA,NA,NA,NA,NA,NA,NA,NA
"831",2000-06-08,"5:35 EDT","Sandy Cash",12,2000,"9",NA,NA,NA,NA,NA,NA,"Carolina Chickadee","CACH","Poecile carolinensis",21801,35.99968,-79.12003,"Route 09, Borland Road","mbbs_site",NA,NA,NA,NA,NA,NA,NA,NA,NA
"832",2000-06-08,"5:35 EDT","Sandy Cash",7,2000,"9",NA,NA,NA,NA,NA,NA,"Tufted Titmouse","TUTI","Baeolophus bicolor",21896,35.99968,-79.12003,"Route 09, Borland Road","mbbs_site",NA,NA,NA,NA,NA,NA,NA,NA,NA
"833",2000-06-08,"5:35 EDT","Sandy Cash",3,2000,"9",NA,NA,NA,NA,NA,NA,"White-breasted Nuthatch","WBNU","Sitta carolinensis",22153,35.99968,-79.12003,"Route 09, Borland Road","mbbs_site",NA,NA,NA,NA,NA,NA,NA,NA,NA
"834",2000-06-08,"5:35 EDT","Sandy Cash",2,2000,"9",NA,NA,NA,NA,NA,NA,"Brown-headed Nuthatch","BHNU","Sitta pusilla",22173,35.99968,-79.12003,"Route 09, Borland Road","mbbs_site",NA,NA,NA,NA,NA,NA,NA,NA,NA
"835",2000-06-08,"5:35 EDT","Sandy Cash",10,2000,"9",NA,NA,NA,NA,NA,NA,"Carolina Wren","CARW","Thryothorus ludovicianus",22486,35.99968,-79.12003,"Route 09, Borland Road","mbbs_site",NA,NA,NA,NA,NA,NA,NA,NA,NA
"836",2000-06-08,"5:35 EDT","Sandy Cash",2,2000,"9",NA,NA,NA,NA,NA,NA,"Blue-gray Gnatcatcher","BGGN","Polioptila caerulea",22806,35.99968,-79.12003,"Route 09, Borland Road","mbbs_site",NA,NA,NA,NA,NA,NA,NA,NA,NA
"837",2000-06-08,"5:35 EDT","Sandy Cash",2,2000,"9",NA,NA,NA,NA,NA,NA,"Eastern Bluebird","EABL","Sialia sialis",27571,35.99968,-79.12003,"Route 09, Borland Road","mbbs_site",NA,NA,NA,NA,NA,NA,NA,NA,NA
"838",2000-06-08,"5:35 EDT","Sandy Cash",6,2000,"9",NA,NA,NA,NA,NA,NA,"Wood Thrush","WOTH","Hylocichla mustelina",27787,35.99968,-79.12003,"Route 09, Borland Road","mbbs_site",NA,NA,NA,NA,NA,NA,NA,NA,NA
"839",2000-06-08,"5:35 EDT","Sandy Cash",4,2000,"9",NA,NA,NA,NA,NA,NA,"Northern Mockingbird","NOMO","Mimus polyglottos",28303,35.99968,-79.12003,"Route 09, Borland Road","mbbs_site",NA,NA,NA,NA,NA,NA,NA,NA,NA
"840",2000-06-08,"5:35 EDT","Sandy Cash",12,2000,"9",NA,NA,NA,NA,NA,NA,"Pine Warbler","PIWA","Setophaga pinus",31809,35.99968,-79.12003,"Route 09, Borland Road","mbbs_site",NA,NA,NA,NA,NA,NA,NA,NA,NA
"841",2000-06-08,"5:35 EDT","Sandy Cash",6,2000,"9",NA,NA,NA,NA,NA,NA,"Ovenbird","OVEN","Seiurus aurocapilla",31625,35.99968,-79.12003,"Route 09, Borland Road","mbbs_site",NA,NA,NA,NA,NA,NA,NA,NA,NA
"842",2000-06-08,"5:35 EDT","Sandy Cash",1,2000,"9",NA,NA,NA,NA,NA,NA,"Kentucky Warbler","KEWA","Geothlypis formosa",31687,35.99968,-79.12003,"Route 09, Borland Road","mbbs_site",NA,NA,NA,NA,NA,NA,NA,NA,NA
"843",2000-06-08,"5:35 EDT","Sandy Cash",1,2000,"9",NA,NA,NA,NA,NA,NA,"Common Yellowthroat","COYE","Geothlypis trichas",31702,35.99968,-79.12003,"Route 09, Borland Road","mbbs_site",NA,NA,NA,NA,NA,NA,NA,NA,NA
"844",2000-06-08,"5:35 EDT","Sandy Cash",1,2000,"9",NA,NA,NA,NA,NA,NA,"Hooded Warbler","HOWA","Setophaga citrina",31730,35.99968,-79.12003,"Route 09, Borland Road","mbbs_site",NA,NA,NA,NA,NA,NA,NA,NA,NA
"845",2000-06-08,"5:35 EDT","Sandy Cash",1,2000,"9",NA,NA,NA,NA,NA,NA,"Yellow-breasted Chat","YBCH","Icteria virens",31252,35.99968,-79.12003,"Route 09, Borland Road","mbbs_site",NA,NA,NA,NA,NA,NA,NA,NA,NA
"846",2000-06-08,"5:35 EDT","Sandy Cash",1,2000,"9",NA,NA,NA,NA,NA,NA,"Scarlet Tanager","SCTA","Piranga olivacea",32070,35.99968,-79.12003,"Route 09, Borland Road","mbbs_site",NA,NA,NA,NA,NA,NA,NA,NA,NA
"847",2000-06-08,"5:35 EDT","Sandy Cash",4,2000,"9",NA,NA,NA,NA,NA,NA,"Eastern Towhee","EATO","Pipilo erythrophthalmus",31117,35.99968,-79.12003,"Route 09, Borland Road","mbbs_site",NA,NA,NA,NA,NA,NA,NA,NA,NA
"848",2000-06-08,"5:35 EDT","Sandy Cash",10,2000,"9",NA,NA,NA,NA,NA,NA,"Northern Cardinal","NOCA","Cardinalis cardinalis",32148,35.99968,-79.12003,"Route 09, Borland Road","mbbs_site",NA,NA,NA,NA,NA,NA,NA,NA,NA
"849",2000-06-08,"5:35 EDT","Sandy Cash",4,2000,"9",NA,NA,NA,NA,NA,NA,"Indigo Bunting","INBU","Passerina cyanea",32239,35.99968,-79.12003,"Route 09, Borland Road","mbbs_site",NA,NA,NA,NA,NA,NA,NA,NA,NA
"850",2000-06-08,"5:35 EDT","Sandy Cash",2,2000,"9",NA,NA,NA,NA,NA,NA,"Eastern Meadowlark","EAME","Sturnella magna",31260,35.99968,-79.12003,"Route 09, Borland Road","mbbs_site",NA,NA,NA,NA,NA,NA,NA,NA,NA
"851",2000-06-08,"5:35 EDT","Sandy Cash",7,2000,"9",NA,NA,NA,NA,NA,NA,"Common Grackle","COGR","Quiscalus quiscula",31536,35.99968,-79.12003,"Route 09, Borland Road","mbbs_site",NA,NA,NA,NA,NA,NA,NA,NA,NA
"852",2000-06-08,"5:35 EDT","Sandy Cash",6,2000,"9",NA,NA,NA,NA,NA,NA,"American Goldfinch","AMGO","Spinus tristis",30347,35.99968,-79.12003,"Route 09, Borland Road","mbbs_site",NA,NA,NA,NA,NA,NA,NA,NA,NA
"853",2000-06-08,"5:35 EDT","Sandy Cash",1,2000,"9",NA,NA,NA,NA,NA,NA,"House Sparrow","HOSP","Passer domesticus",33452,35.99968,-79.12003,"Route 09, Borland Road","mbbs_site",NA,NA,NA,NA,NA,NA,NA,NA,NA
"854",2000-06-03,"5:30 EDT","Will Cook",1,2000,"10",NA,NA,NA,NA,NA,NA,"Green Heron","GRHE","Butorides virescens",7130,35.99973,-79.10725,"Route 10, New Hope Church Road","mbbs_site",NA,NA,NA,NA,NA,NA,NA,NA,NA
"855",2000-06-03,"5:30 EDT","Will Cook",1,2000,"10",NA,NA,NA,NA,NA,NA,"Red-shouldered Hawk","RSHA","Buteo lineatus",7926,35.99973,-79.10725,"Route 10, New Hope Church Road","mbbs_site",NA,NA,NA,NA,NA,NA,NA,NA,NA
"856",2000-06-03,"5:30 EDT","Will Cook",2,2000,"10",NA,NA,NA,NA,NA,NA,"Killdeer","KILL","Charadrius vociferus",5701,35.99973,-79.10725,"Route 10, New Hope Church Road","mbbs_site",NA,NA,NA,NA,NA,NA,NA,NA,NA
"857",2000-06-03,"5:30 EDT","Will Cook",21,2000,"10",NA,NA,NA,NA,NA,NA,"Mourning Dove","MODO","Zenaida macroura",2323,35.99973,-79.10725,"Route 10, New Hope Church Road","mbbs_site",NA,NA,NA,NA,NA,NA,NA,NA,NA
"858",2000-06-03,"5:30 EDT","Will Cook",5,2000,"10",NA,NA,NA,NA,NA,NA,"Eastern Whip-poor-will","WPWI","Antrostomus vociferus",3517,35.99973,-79.10725,"Route 10, New Hope Church Road","mbbs_site",NA,NA,NA,NA,NA,NA,NA,NA,NA
"859",2000-06-03,"5:30 EDT","Will Cook",3,2000,"10",NA,NA,NA,NA,NA,NA,"Chimney Swift","CHSW","Chaetura pelagica",3741,35.99973,-79.10725,"Route 10, New Hope Church Road","mbbs_site",NA,NA,NA,NA,NA,NA,NA,NA,NA
"860",2000-06-03,"5:30 EDT","Will Cook",6,2000,"10",NA,NA,NA,NA,NA,NA,"Red-bellied Woodpecker","RBWO","Melanerpes carolinus",10555,35.99973,-79.10725,"Route 10, New Hope Church Road","mbbs_site",NA,NA,NA,NA,NA,NA,NA,NA,NA
"861",2000-06-03,"5:30 EDT","Will Cook",4,2000,"10",NA,NA,NA,NA,NA,NA,"Downy Woodpecker","DOWO","Dryobates pubescens",10740,35.99973,-79.10725,"Route 10, New Hope Church Road","mbbs_site",NA,NA,NA,NA,NA,NA,NA,NA,NA
"862",2000-06-03,"5:30 EDT","Will Cook",3,2000,"10",NA,NA,NA,NA,NA,NA,"Eastern Wood-Pewee","EAWP","Contopus virens",15624,35.99973,-79.10725,"Route 10, New Hope Church Road","mbbs_site",NA,NA,NA,NA,NA,NA,NA,NA,NA
"863",2000-06-03,"5:30 EDT","Will Cook",1,2000,"10",NA,NA,NA,NA,NA,NA,"Eastern Phoebe","EAPH","Sayornis phoebe",15722,35.99973,-79.10725,"Route 10, New Hope Church Road","mbbs_site",NA,NA,NA,NA,NA,NA,NA,NA,NA
"864",2000-06-03,"5:30 EDT","Will Cook",1,2000,"10",NA,NA,NA,NA,NA,NA,"Great Crested Flycatcher","GCFL","Myiarchus crinitus",16036,35.99973,-79.10725,"Route 10, New Hope Church Road","mbbs_site",NA,NA,NA,NA,NA,NA,NA,NA,NA
"865",2000-06-03,"5:30 EDT","Will Cook",1,2000,"10",NA,NA,NA,NA,NA,NA,"Eastern Kingbird","EAKI","Tyrannus tyrannus",16168,35.99973,-79.10725,"Route 10, New Hope Church Road","mbbs_site",NA,NA,NA,NA,NA,NA,NA,NA,NA
"866",2000-06-03,"5:30 EDT","Will Cook",14,2000,"10",NA,NA,NA,NA,NA,NA,"Red-eyed Vireo","REVI","Vireo olivaceus",19232,35.99973,-79.10725,"Route 10, New Hope Church Road","mbbs_site",NA,NA,NA,NA,NA,NA,NA,NA,NA
"867",2000-06-03,"5:30 EDT","Will Cook",5,2000,"10",NA,NA,NA,NA,NA,NA,"Blue Jay","BLJA","Cyanocitta cristata",20207,35.99973,-79.10725,"Route 10, New Hope Church Road","mbbs_site",NA,NA,NA,NA,NA,NA,NA,NA,NA
"868",2000-06-03,"5:30 EDT","Will Cook",26,2000,"10",NA,NA,NA,NA,NA,NA,"American Crow","AMCR","Corvus brachyrhynchos",20471,35.99973,-79.10725,"Route 10, New Hope Church Road","mbbs_site",NA,NA,NA,NA,NA,NA,NA,NA,NA
"869",2000-06-03,"5:30 EDT","Will Cook",2,2000,"10",NA,NA,NA,NA,NA,NA,"Fish Crow","FICR","Corvus ossifragus",20486,35.99973,-79.10725,"Route 10, New Hope Church Road","mbbs_site",NA,NA,NA,NA,NA,NA,NA,NA,NA
"870",2000-06-03,"5:30 EDT","Will Cook",3,2000,"10",NA,NA,NA,NA,NA,NA,"Barn Swallow","BARS","Hirundo rustica",21491,35.99973,-79.10725,"Route 10, New Hope Church Road","mbbs_site",NA,NA,NA,NA,NA,NA,NA,NA,NA
"871",2000-06-03,"5:30 EDT","Will Cook",10,2000,"10",NA,NA,NA,NA,NA,NA,"Carolina Chickadee","CACH","Poecile carolinensis",21801,35.99973,-79.10725,"Route 10, New Hope Church Road","mbbs_site",NA,NA,NA,NA,NA,NA,NA,NA,NA
"872",2000-06-03,"5:30 EDT","Will Cook",20,2000,"10",NA,NA,NA,NA,NA,NA,"Tufted Titmouse","TUTI","Baeolophus bicolor",21896,35.99973,-79.10725,"Route 10, New Hope Church Road","mbbs_site",NA,NA,NA,NA,NA,NA,NA,NA,NA
"873",2000-06-03,"5:30 EDT","Will Cook",3,2000,"10",NA,NA,NA,NA,NA,NA,"White-breasted Nuthatch","WBNU","Sitta carolinensis",22153,35.99973,-79.10725,"Route 10, New Hope Church Road","mbbs_site",NA,NA,NA,NA,NA,NA,NA,NA,NA
"874",2000-06-03,"5:30 EDT","Will Cook",2,2000,"10",NA,NA,NA,NA,NA,NA,"Brown-headed Nuthatch","BHNU","Sitta pusilla",22173,35.99973,-79.10725,"Route 10, New Hope Church Road","mbbs_site",NA,NA,NA,NA,NA,NA,NA,NA,NA
"875",2000-06-03,"5:30 EDT","Will Cook",19,2000,"10",NA,NA,NA,NA,NA,NA,"Carolina Wren","CARW","Thryothorus ludovicianus",22486,35.99973,-79.10725,"Route 10, New Hope Church Road","mbbs_site",NA,NA,NA,NA,NA,NA,NA,NA,NA
"876",2000-06-03,"5:30 EDT","Will Cook",8,2000,"10",NA,NA,NA,NA,NA,NA,"Blue-gray Gnatcatcher","BGGN","Polioptila caerulea",22806,35.99973,-79.10725,"Route 10, New Hope Church Road","mbbs_site",NA,NA,NA,NA,NA,NA,NA,NA,NA
"877",2000-06-03,"5:30 EDT","Will Cook",10,2000,"10",NA,NA,NA,NA,NA,NA,"Eastern Bluebird","EABL","Sialia sialis",27571,35.99973,-79.10725,"Route 10, New Hope Church Road","mbbs_site",NA,NA,NA,NA,NA,NA,NA,NA,NA
"878",2000-06-03,"5:30 EDT","Will Cook",6,2000,"10",NA,NA,NA,NA,NA,NA,"Wood Thrush","WOTH","Hylocichla mustelina",27787,35.99973,-79.10725,"Route 10, New Hope Church Road","mbbs_site",NA,NA,NA,NA,NA,NA,NA,NA,NA
"879",2000-06-03,"5:30 EDT","Will Cook",4,2000,"10",NA,NA,NA,NA,NA,NA,"American Robin","AMRO","Turdus migratorius",27999,35.99973,-79.10725,"Route 10, New Hope Church Road","mbbs_site",NA,NA,NA,NA,NA,NA,NA,NA,NA
"880",2000-06-03,"5:30 EDT","Will Cook",10,2000,"10",NA,NA,NA,NA,NA,NA,"Northern Mockingbird","NOMO","Mimus polyglottos",28303,35.99973,-79.10725,"Route 10, New Hope Church Road","mbbs_site",NA,NA,NA,NA,NA,NA,NA,NA,NA
"881",2000-06-03,"5:30 EDT","Will Cook",3,2000,"10",NA,NA,NA,NA,NA,NA,"Brown Thrasher","BRTH","Toxostoma rufum",28232,35.99973,-79.10725,"Route 10, New Hope Church Road","mbbs_site",NA,NA,NA,NA,NA,NA,NA,NA,NA
"882",2000-06-03,"5:30 EDT","Will Cook",7,2000,"10",NA,NA,NA,NA,NA,NA,"European Starling","EUST","Sturnus vulgaris",28432,35.99973,-79.10725,"Route 10, New Hope Church Road","mbbs_site",NA,NA,NA,NA,NA,NA,NA,NA,NA
"883",2000-06-03,"5:30 EDT","Will Cook",1,2000,"10",NA,NA,NA,NA,NA,NA,"Northern Parula","NOPA","Setophaga americana",31735,35.99973,-79.10725,"Route 10, New Hope Church Road","mbbs_site",NA,NA,NA,NA,NA,NA,NA,NA,NA
"884",2000-06-03,"5:30 EDT","Will Cook",11,2000,"10",NA,NA,NA,NA,NA,NA,"Pine Warbler","PIWA","Setophaga pinus",31809,35.99973,-79.10725,"Route 10, New Hope Church Road","mbbs_site",NA,NA,NA,NA,NA,NA,NA,NA,NA
"885",2000-06-03,"5:30 EDT","Will Cook",2,2000,"10",NA,NA,NA,NA,NA,NA,"Ovenbird","OVEN","Seiurus aurocapilla",31625,35.99973,-79.10725,"Route 10, New Hope Church Road","mbbs_site",NA,NA,NA,NA,NA,NA,NA,NA,NA
"886",2000-06-03,"5:30 EDT","Will Cook",2,2000,"10",NA,NA,NA,NA,NA,NA,"Common Yellowthroat","COYE","Geothlypis trichas",31702,35.99973,-79.10725,"Route 10, New Hope Church Road","mbbs_site",NA,NA,NA,NA,NA,NA,NA,NA,NA
"887",2000-06-03,"5:30 EDT","Will Cook",1,2000,"10",NA,NA,NA,NA,NA,NA,"Yellow-breasted Chat","YBCH","Icteria virens",31252,35.99973,-79.10725,"Route 10, New Hope Church Road","mbbs_site",NA,NA,NA,NA,NA,NA,NA,NA,NA
"888",2000-06-03,"5:30 EDT","Will Cook",3,2000,"10",NA,NA,NA,NA,NA,NA,"Summer Tanager","SUTA","Piranga rubra",32066,35.99973,-79.10725,"Route 10, New Hope Church Road","mbbs_site",NA,NA,NA,NA,NA,NA,NA,NA,NA
"889",2000-06-03,"5:30 EDT","Will Cook",1,2000,"10",NA,NA,NA,NA,NA,NA,"Scarlet Tanager","SCTA","Piranga olivacea",32070,35.99973,-79.10725,"Route 10, New Hope Church Road","mbbs_site",NA,NA,NA,NA,NA,NA,NA,NA,NA
"890",2000-06-03,"5:30 EDT","Will Cook",7,2000,"10",NA,NA,NA,NA,NA,NA,"Eastern Towhee","EATO","Pipilo erythrophthalmus",31117,35.99973,-79.10725,"Route 10, New Hope Church Road","mbbs_site",NA,NA,NA,NA,NA,NA,NA,NA,NA
"891",2000-06-03,"5:30 EDT","Will Cook",12,2000,"10",NA,NA,NA,NA,NA,NA,"Chipping Sparrow","CHSP","Spizella passerina",30697,35.99973,-79.10725,"Route 10, New Hope Church Road","mbbs_site",NA,NA,NA,NA,NA,NA,NA,NA,NA
"892",2000-06-03,"5:30 EDT","Will Cook",2,2000,"10",NA,NA,NA,NA,NA,NA,"Field Sparrow","FISP","Spizella pusilla",30710,35.99973,-79.10725,"Route 10, New Hope Church Road","mbbs_site",NA,NA,NA,NA,NA,NA,NA,NA,NA
"893",2000-06-03,"5:30 EDT","Will Cook",2,2000,"10",NA,NA,NA,NA,NA,NA,"Grasshopper Sparrow","GRSP","Ammodramus savannarum",30650,35.99973,-79.10725,"Route 10, New Hope Church Road","mbbs_site",NA,NA,NA,NA,NA,NA,NA,NA,NA
"894",2000-06-03,"5:30 EDT","Will Cook",22,2000,"10",NA,NA,NA,NA,NA,NA,"Northern Cardinal","NOCA","Cardinalis cardinalis",32148,35.99973,-79.10725,"Route 10, New Hope Church Road","mbbs_site",NA,NA,NA,NA,NA,NA,NA,NA,NA
"895",2000-06-03,"5:30 EDT","Will Cook",6,2000,"10",NA,NA,NA,NA,NA,NA,"Blue Grosbeak","BLGR","Passerina caerulea",32230,35.99973,-79.10725,"Route 10, New Hope Church Road","mbbs_site",NA,NA,NA,NA,NA,NA,NA,NA,NA
"896",2000-06-03,"5:30 EDT","Will Cook",20,2000,"10",NA,NA,NA,NA,NA,NA,"Indigo Bunting","INBU","Passerina cyanea",32239,35.99973,-79.10725,"Route 10, New Hope Church Road","mbbs_site",NA,NA,NA,NA,NA,NA,NA,NA,NA
"897",2000-06-03,"5:30 EDT","Will Cook",2,2000,"10",NA,NA,NA,NA,NA,NA,"Red-winged Blackbird","RWBL","Agelaius phoeniceus",31460,35.99973,-79.10725,"Route 10, New Hope Church Road","mbbs_site",NA,NA,NA,NA,NA,NA,NA,NA,NA
